"OBSTACLE_IDENTIFIER";"NAME";"HORISONTAL_ACCURACY";"HORISONTAL_ACCURACY_UOM";"LATITUDE";"LONGITUDE";"LATITUDE_DD";"LONGITUDE_DD";"HORISONTAL_RESOLUTION";"HORISONTAL_RESOLUTION_UOM";"HORISONTAL_EXTENT";"ELEVATION";"ELEVATION_UOM";"HEIGHT";"HEIGHT_UOM";"VERTICAL_ACCURACY";"VERTICAL_ACCURACY_UOM";"VERTICAL_EXTENT_ACC";"VERTICAL_EXTENT_ACC_UOM";"VERTICAL_RESOLUTION";"VERTICAL_RESOLUTION_UOM";"OBSTACLE_TYPE";"GEOMETRY_TYPE";"INTEGRITY";"DATESTAMP";"LIGHTING";"LIGHTING_CHARACTER";"MARKING";"STATUS";"REMARKS" 
"17474";"RÖDTJÄRNSBERGET";"10";"M";"621842.5N";"0153017.3E";"62.31181";"15.50479";"0.3";"Seconds";"";"2222";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20240730";"Y";"FLGW";"";"COMPLETED";"" 
"17475";"RÖDTJÄRNSBERGET";"10";"M";"621855.7N";"0153030.7E";"62.31546";"15.50854";"0.3";"Seconds";"";"2169";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20240730";"Y";"FLGW";"";"COMPLETED";"" 
"17493";"RYDSGÅRD";"10";"M";"552942.7N";"0133840.6E";"55.49519";"13.6446";"0.3";"Seconds";"";"584";"FT";"328";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20241011";"Y";"FR";"";"COMPLETED";"" 
"17496";"MURJEK";"10";"M";"662940.9N";"0211830.1E";"66.49471";"21.30837";"0.3";"Seconds";"";"1598";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20241014";"Y";"FR";"";"COMPLETED";"" 
"17497";"BLÅKÖLEN";"10";"M";"662949.2N";"0213648.5E";"66.49701";"21.61346";"0.3";"Seconds";"";"1558";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20241014";"Y";"FR";"";"COMPLETED";"" 
"17510";"GATEGÅRDEN";"10";"M";"581728.9N";"0130757.9E";"58.29136";"13.13274";"0.3";"Seconds";"";"712";"FT";"456";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20241115";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17514";"LOMMAGÅRDEN";"10";"M";"582302.1N";"0131207.2E";"58.38392";"13.20199";"0.3";"Seconds";"";"575";"FT";"328";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20241115";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17535";"SVARTRÄNG";"10";"M";"570409.8N";"0181353.2E";"57.06939";"18.23145";"0.3";"Seconds";"";"380";"FT";"371";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250121";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17545";"ALVRET";"10";"M";"570556.1N";"0181953.7E";"57.09893";"18.33157";"0.3";"Seconds";"";"428";"FT";"410";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250121";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17561";"VÄRSÄNDEOJK";"10";"M";"572216.8N";"0181035.9E";"57.37132";"18.17664";"0.3";"Seconds";"";"360";"FT";"351";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250121";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17562";"SICKLINGSUDD";"10";"M";"572234.1N";"0181047.4E";"57.37614";"18.17983";"0.3";"Seconds";"";"361";"FT";"351";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250121";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17563";"VÄRSÄNDEOJK";"10";"M";"572216.8N";"0181053.6E";"57.37134";"18.18157";"0.3";"Seconds";"";"370";"FT";"351";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250121";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17564";"ROBBJÄNS";"10";"M";"572225.2N";"0181100.2E";"57.37367";"18.18338";"0.3";"Seconds";"";"369";"FT";"351";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250121";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17565";"ROBBJÄNS";"10";"M";"572217.1N";"0181111.4E";"57.37143";"18.1865";"0.3";"Seconds";"";"374";"FT";"351";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250121";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17589";"FOLE STORA SOJDEBY";"10";"M";"573847.1N";"0183555.4E";"57.6464";"18.59871";"0.3";"Seconds";"";"620";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250121";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17593";"SLITE";"10";"M";"574232.0N";"0184806.9E";"57.7089";"18.80192";"0.3";"Seconds";"";"364";"FT";"338";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20250121";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17594";"SLITE";"10";"M";"574232.2N";"0184804.5E";"57.70895";"18.80126";"0.3";"Seconds";"";"365";"FT";"338";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20250121";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17609";"DJURGÅRDEN";"10";"M";"591603.8N";"0153210.1E";"59.26772";"15.53614";"0.3";"Seconds";"";"555";"FT";"469";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250121";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17644";"ÖRBRO/KRAFTVÄRMEVERKET";"10";"M";"591554.5N";"0151040.9E";"59.26515";"15.17802";"0.3";"Seconds";"";"476";"FT";"381";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20250121";"Y";"FR";"";"COMPLETED";"" 
"17664";"GULLKÄRRSÄNG";"10";"M";"582032.9N";"0132018.8E";"58.34246";"13.33855";"0.3";"Seconds";"";"839";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250211";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17665";"GULLKÄRRET";"10";"M";"582027.2N";"0132038.8E";"58.34088";"13.34412";"0.3";"Seconds";"";"850";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250211";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17669";"RASEGÅRDEN";"10";"M";"582906.9N";"0132133.9E";"58.48524";"13.35941";"0.3";"Seconds";"";"565";"FT";"328";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250211";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17674";"FALLET";"10";"M";"582730.6N";"0133210.9E";"58.45849";"13.53637";"0.3";"Seconds";"";"728";"FT";"328";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250211";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17684";"LUGNET";"10";"M";"590935.8N";"0141100.0E";"59.15993";"14.18334";"0.3";"Seconds";"";"544";"FT";"331";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20250211";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17687";"ÖSTRA LÅNGMARKSMOSSEN";"10";"M";"592045.7N";"0141128.4E";"59.34602";"14.19122";"0.3";"Seconds";"";"1041";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250211";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17701";"TOFTERYD";"10";"M";"572606.6N";"0141411.2E";"57.43517";"14.23645";"0.3";"Seconds";"";"1555";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250217";"Y";"FLGW";"";"COMPLETED";"" 
"17702";"TOFTERYD";"10";"M";"572626.7N";"0141404.8E";"57.44075";"14.23468";"0.3";"Seconds";"";"1519";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250217";"Y";"FLGW";"";"COMPLETED";"" 
"17703";"TOFTERYD";"10";"M";"572646.4N";"0141339.8E";"57.44623";"14.22772";"0.3";"Seconds";"";"1509";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250217";"Y";"FLGW";"";"COMPLETED";"" 
"17704";"TOFTERYD";"10";"M";"572716.5N";"0141355.4E";"57.45457";"14.23206";"0.3";"Seconds";"";"1493";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250217";"Y";"FLGW";"";"COMPLETED";"" 
"17707";"BRUZAHOLM";"10";"M";"574213.0N";"0150903.0E";"57.70361";"15.15085";"0.3";"Seconds";"";"1809";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FLGW";"";"COMPLETED";"" 
"17708";"BRUZAHOLM";"10";"M";"574154.3N";"0150936.1E";"57.69841";"15.16003";"0.3";"Seconds";"";"1788";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17709";"BRUZAHOLM";"10";"M";"574130.4N";"0150950.9E";"57.69177";"15.16414";"0.3";"Seconds";"";"1747";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FLGW";"";"COMPLETED";"" 
"17710";"BRUZAHOLM";"10";"M";"574102.4N";"0151009.8E";"57.68399";"15.16939";"0.3";"Seconds";"";"1717";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17711";"BRUZAHOLM";"10";"M";"574042.9N";"0151018.1E";"57.67858";"15.17169";"0.3";"Seconds";"";"1679";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FLGW";"";"COMPLETED";"" 
"17712";"BRUZAHOLM";"10";"M";"574200.4N";"0151059.0E";"57.70012";"15.18305";"0.3";"Seconds";"";"1767";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FLGW";"";"COMPLETED";"" 
"17713";"BRUZAHOLM";"10";"M";"574143.4N";"0151048.1E";"57.69538";"15.18004";"0.3";"Seconds";"";"1840";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17714";"BRUZAHOLM";"10";"M";"574132.4N";"0151111.0E";"57.69233";"15.1864";"0.3";"Seconds";"";"1792";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17715";"BRUZAHOLM";"10";"M";"574116.9N";"0151051.6E";"57.68802";"15.18101";"0.3";"Seconds";"";"1744";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17716";"BRUZAHOLM";"10";"M";"574115.0N";"0151134.3E";"57.6875";"15.19286";"0.3";"Seconds";"";"1777";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17717";"BRUZAHOLM";"10";"M";"574056.8N";"0151059.5E";"57.68244";"15.18319";"0.3";"Seconds";"";"1727";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17718";"BRUZAHOLM";"10";"M";"574148.7N";"0151155.4E";"57.69686";"15.19872";"0.3";"Seconds";"";"1847";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17719";"BRUZAHOLM";"10";"M";"574143.9N";"0151233.8E";"57.69551";"15.20938";"0.3";"Seconds";"";"1758";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17720";"BRUZAHOLM";"10";"M";"574133.6N";"0151256.5E";"57.69266";"15.2157";"0.3";"Seconds";"";"1755";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FLGW";"";"COMPLETED";"" 
"17721";"BRUZAHOLM";"10";"M";"574102.6N";"0151151.1E";"57.68405";"15.19752";"0.3";"Seconds";"";"1760";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17722";"BRUZAHOLM";"10";"M";"574045.7N";"0151132.9E";"57.67936";"15.19247";"0.3";"Seconds";"";"1767";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FLGW";"";"COMPLETED";"" 
"17723";"BRUZAHOLM";"10";"M";"574102.0N";"0151233.6E";"57.68389";"15.20934";"0.3";"Seconds";"";"1803";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17724";"BRUZAHOLM";"10";"M";"574049.0N";"0151243.5E";"57.68027";"15.21209";"0.3";"Seconds";"";"1766";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17725";"BRUZAHOLM";"10";"M";"574035.5N";"0151254.6E";"57.67654";"15.21516";"0.3";"Seconds";"";"1696";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17726";"BRUZAHOLM";"10";"M";"574031.1N";"0151331.8E";"57.6753";"15.22551";"0.3";"Seconds";"";"1759";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FR";"";"COMPLETED";"" 
"17727";"BRUZAHOLM";"10";"M";"574018.3N";"0151345.4E";"57.67175";"15.22929";"0.3";"Seconds";"";"1781";"FT";"787";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250218";"Y";"FLGW";"";"COMPLETED";"" 
"17737";"GUNNARN";"10";"M";"651701.0N";"0170907.3E";"65.2836";"17.15203";"0.3";"Seconds";"";"2757";"FT";"476";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250310";"UNKNOWN";"unknown";"";"COMPLETED";"" 
"17745";"HJO";"10";"M";"581406.2N";"0140947.9E";"58.23505";"14.16331";"0.3";"Seconds";"";"1558";"FT";"810";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250317";"Y";"FLGW";"";"COMPLETED";"" 
"17746";"HJO";"10";"M";"581417.9N";"0140908.6E";"58.2383";"14.15238";"0.3";"Seconds";"";"1552";"FT";"810";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250317";"Y";"FLGW";"";"COMPLETED";"" 
"17747";"HJO";"10";"M";"581432.5N";"0140945.0E";"58.24237";"14.1625";"0.3";"Seconds";"";"1588";"FT";"810";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250317";"Y";"FLGW";"";"COMPLETED";"" 
"17748";"HJO";"10";"M";"581457.4N";"0140915.1E";"58.24928";"14.1542";"0.3";"Seconds";"";"1503";"FT";"810";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250317";"Y";"FLGW";"";"COMPLETED";"" 
"17749";"HJO";"10";"M";"581445.0N";"0140930.7E";"58.24584";"14.15854";"0.3";"Seconds";"";"1549";"FT";"810";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250317";"Y";"FLGW";"";"COMPLETED";"" 
"17750";"HJO";"10";"M";"581431.6N";"0140914.3E";"58.2421";"14.15398";"0.3";"Seconds";"";"1555";"FT";"810";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250317";"Y";"FLGW";"";"COMPLETED";"" 
"17751";"HJO";"10";"M";"581418.3N";"0140946.9E";"58.23843";"14.16304";"0.3";"Seconds";"";"1585";"FT";"810";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250317";"Y";"FLGW";"";"COMPLETED";"" 
"17752";"RÅNGEDALA";"10";"M";"574828.5N";"0130936.8E";"57.80791";"13.16023";"0.3";"Seconds";"";"1453";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250317";"Y";"FLGW";"";"COMPLETED";"" 
"17753";"RÅNGEDALA";"10";"M";"574834.9N";"0131003.2E";"57.8097";"13.16756";"0.3";"Seconds";"";"1450";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250317";"Y";"FLGW";"";"COMPLETED";"" 
"17754";"RÅNGEDALA";"10";"M";"574842.2N";"0131033.3E";"57.81171";"13.17593";"0.3";"Seconds";"";"1398";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250317";"Y";"FLGW";"";"COMPLETED";"" 
"17755";"RÅNGEDALA";"10";"M";"574849.5N";"0130951.8E";"57.81375";"13.16439";"0.3";"Seconds";"";"1404";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250317";"Y";"FLGW";"";"COMPLETED";"" 
"17758";"SIMLÅNGSDALEN";"10";"M";"564709.3N";"0130655.8E";"56.78592";"13.11549";"0.3";"Seconds";"";"1102";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20250331";"Y";"FR";"";"COMPLETED";"" 
"17766";"NORRHULT";"10";"M";"571113.0N";"0151125.8E";"57.18694";"15.19049";"0.3";"Seconds";"";"1631";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FLGW";"";"COMPLETED";"" 
"17767";"NORRHULT";"10";"M";"571058.1N";"0151136.6E";"57.1828";"15.1935";"0.3";"Seconds";"";"1631";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17768";"NORRHULT";"10";"M";"571050.3N";"0151200.9E";"57.18063";"15.20024";"0.3";"Seconds";"";"1640";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17769";"NORRHULT";"10";"M";"571102.6N";"0151226.6E";"57.18407";"15.20739";"0.3";"Seconds";"";"1663";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17770";"NORRHULT";"10";"M";"571101.2N";"0151257.8E";"57.18367";"15.21605";"0.3";"Seconds";"";"1640";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17771";"NORRHULT";"10";"M";"571046.3N";"0151237.2E";"57.17952";"15.21032";"0.3";"Seconds";"";"1650";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17772";"NORRHULT";"10";"M";"571050.1N";"0151315.2E";"57.18057";"15.22088";"0.3";"Seconds";"";"1660";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FLGW";"";"COMPLETED";"" 
"17773";"NORRHULT";"10";"M";"571033.6N";"0151252.5E";"57.176";"15.21459";"0.3";"Seconds";"";"1650";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17774";"NORRHULT";"10";"M";"571037.7N";"0151327.4E";"57.17713";"15.22428";"0.3";"Seconds";"";"1650";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17775";"NORRHULT";"10";"M";"571017.9N";"0151245.3E";"57.17164";"15.21259";"0.3";"Seconds";"";"1614";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17776";"NORRHULT";"10";"M";"570956.8N";"0151243.7E";"57.16578";"15.21215";"0.3";"Seconds";"";"1604";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FLGW";"";"COMPLETED";"" 
"17777";"NORRHULT";"10";"M";"571103.3N";"0151542.4E";"57.18424";"15.26178";"0.3";"Seconds";"";"1588";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FLGW";"";"COMPLETED";"" 
"17778";"NORRHULT";"10";"M";"571106.7N";"0151613.3E";"57.1852";"15.27036";"0.3";"Seconds";"";"1611";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17779";"NORRHULT";"10";"M";"571101.4N";"0151639.6E";"57.18372";"15.27766";"0.3";"Seconds";"";"1604";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17780";"NORRHULT";"10";"M";"571104.2N";"0151712.5E";"57.18451";"15.28681";"0.3";"Seconds";"";"1594";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FLGW";"";"COMPLETED";"" 
"17781";"NORRHULT";"10";"M";"571030.1N";"0151621.6E";"57.17503";"15.27267";"0.3";"Seconds";"";"1588";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17782";"NORRHULT";"10";"M";"571030.3N";"0151653.8E";"57.17508";"15.28161";"0.3";"Seconds";"";"1568";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17783";"NORRHULT";"10";"M";"571025.7N";"0151727.1E";"57.1738";"15.29087";"0.3";"Seconds";"";"1545";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17784";"NORRHULT";"10";"M";"571006.8N";"0151738.8E";"57.16855";"15.29412";"0.3";"Seconds";"";"1535";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FR";"";"COMPLETED";"" 
"17785";"NORRHULT";"10";"M";"570953.6N";"0151754.2E";"57.16489";"15.29839";"0.3";"Seconds";"";"1522";"FT";"656";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250414";"Y";"FLGW";"";"COMPLETED";"" 
