"OBSTACLE_IDENTIFIER";"NAME";"HORISONTAL_ACCURACY";"HORISONTAL_ACCURACY_UOM";"LATITUDE";"LONGITUDE";"LATITUDE_DD";"LONGITUDE_DD";"HORISONTAL_RESOLUTION";"HORISONTAL_RESOLUTION_UOM";"HORISONTAL_EXTENT";"ELEVATION";"ELEVATION_UOM";"HEIGHT";"HEIGHT_UOM";"VERTICAL_ACCURACY";"VERTICAL_ACCURACY_UOM";"VERTICAL_EXTENT_ACC";"VERTICAL_EXTENT_ACC_UOM";"VERTICAL_RESOLUTION";"VERTICAL_RESOLUTION_UOM";"OBSTACLE_TYPE";"GEOMETRY_TYPE";"INTEGRITY";"DATESTAMP";"LIGHTING";"LIGHTING_CHARACTER";"MARKING";"STATUS";"REMARKS" 
"13502";"JÄRKVISSLE";"10";"M";"624610.0N";"0163418.2E";"62.76946";"16.57174";"0.3";"Seconds";"";"2018";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FLGW";"";"COMPLETED";"" 
"13503";"JÄRKVISSLE";"10";"M";"624320.0N";"0162741.8E";"62.72221";"16.4616";"0.3";"Seconds";"";"1893";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FLGW";"";"COMPLETED";"" 
"13504";"JÄRKVISSLE";"10";"M";"624344.4N";"0162740.5E";"62.72901";"16.46124";"0.3";"Seconds";"";"1949";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13505";"JÄRKVISSLE";"10";"M";"624420.1N";"0162910.9E";"62.73891";"16.48635";"0.3";"Seconds";"";"1936";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FLGW";"";"COMPLETED";"" 
"13506";"JÄRKVISSLE";"10";"M";"624412.0N";"0162821.8E";"62.73668";"16.47271";"0.3";"Seconds";"";"1975";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13507";"JÄRKVISSLE";"10";"M";"624431.9N";"0162827.8E";"62.7422";"16.47438";"0.3";"Seconds";"";"1936";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13508";"JÄRKVISSLE";"10";"M";"624424.4N";"0162748.1E";"62.74012";"16.46337";"0.3";"Seconds";"";"1972";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13509";"JÄRKVISSLE";"10";"M";"624440.3N";"0162742.7E";"62.74454";"16.46185";"0.3";"Seconds";"";"1936";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13510";"JÄRKVISSLE";"10";"M";"624448.0N";"0162713.0E";"62.74668";"16.45362";"0.3";"Seconds";"";"1949";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FLGW";"";"COMPLETED";"" 
"13511";"JÄRKVISSLE";"10";"M";"624432.1N";"0163034.7E";"62.74224";"16.50965";"0.3";"Seconds";"";"1942";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FLGW";"";"COMPLETED";"" 
"13512";"JÄRKVISSLE";"10";"M";"624439.3N";"0163002.8E";"62.74426";"16.50077";"0.3";"Seconds";"";"2024";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13513";"JÄRKVISSLE";"10";"M";"624451.9N";"0162942.2E";"62.74775";"16.49506";"0.3";"Seconds";"";"1975";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13514";"JÄRKVISSLE";"10";"M";"624507.8N";"0162853.2E";"62.75216";"16.48145";"0.3";"Seconds";"";"2021";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13515";"JÄRKVISSLE";"10";"M";"624527.0N";"0162852.4E";"62.7575";"16.48123";"0.3";"Seconds";"";"2021";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13516";"JÄRKVISSLE";"10";"M";"624500.6N";"0163119.4E";"62.75016";"16.52207";"0.3";"Seconds";"";"2033";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"13517";"JÄRKVISSLE";"10";"M";"624505.7N";"0163046.9E";"62.75158";"16.51303";"0.3";"Seconds";"";"2024";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13518";"JÄRKVISSLE";"10";"M";"624515.2N";"0163129.8E";"62.75422";"16.52493";"0.3";"Seconds";"";"2008";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13519";"JÄRKVISSLE";"10";"M";"624524.0N";"0163058.3E";"62.75666";"16.51621";"0.3";"Seconds";"";"2073";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13520";"JÄRKVISSLE";"10";"M";"624525.5N";"0163024.0E";"62.75709";"16.50667";"0.3";"Seconds";"";"2044";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13521";"JÄRKVISSLE";"10";"M";"624539.1N";"0163010.6E";"62.76085";"16.50295";"0.3";"Seconds";"";"2060";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13522";"JÄRKVISSLE";"10";"M";"624532.6N";"0162932.5E";"62.75906";"16.49236";"0.3";"Seconds";"";"2034";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FR";"";"COMPLETED";"" 
"13523";"JÄRKVISSLE";"10";"M";"624547.5N";"0162929.1E";"62.76321";"16.49143";"0.3";"Seconds";"";"2073";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190222";"Y";"FLGW";"";"COMPLETED";"" 
"13524";"JÄRKVISSLE";"10";"M";"624530.8N";"0163200.9E";"62.75855";"16.53358";"0.3";"Seconds";"";"2047";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FR";"";"COMPLETED";"" 
"13525";"JÄRKVISSLE";"10";"M";"624544.5N";"0163115.9E";"62.76237";"16.52108";"0.3";"Seconds";"";"2110";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FR";"";"COMPLETED";"" 
"13526";"JÄRKVISSLE";"10";"M";"624600.0N";"0163053.6E";"62.76666";"16.5149";"0.3";"Seconds";"";"2103";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FR";"";"COMPLETED";"" 
"13527";"JÄRKVISSLE";"10";"M";"624702.0N";"0163132.2E";"62.7839";"16.52562";"0.3";"Seconds";"";"2057";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FLGW";"";"COMPLETED";"" 
"13528";"JÄRKVISSLE";"10";"M";"624716.8N";"0163203.4E";"62.788";"16.53426";"0.3";"Seconds";"";"1991";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FR";"";"COMPLETED";"" 
"13529";"JÄRKVISSLE";"10";"M";"624732.6N";"0163147.0E";"62.7924";"16.52971";"0.3";"Seconds";"";"1978";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FR";"";"COMPLETED";"" 
"13530";"JÄRKVISSLE";"10";"M";"624753.4N";"0163111.5E";"62.79816";"16.51985";"0.3";"Seconds";"";"2011";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FLGW";"";"COMPLETED";"" 
"13531";"JÄRKVISSLE";"10";"M";"624738.5N";"0163114.3E";"62.79402";"16.52064";"0.3";"Seconds";"";"1988";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FR";"";"COMPLETED";"" 
"13532";"JÄRKVISSLE";"10";"M";"624533.8N";"0163348.6E";"62.75938";"16.56349";"0.3";"Seconds";"";"2005";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FLGW";"";"COMPLETED";"" 
"13533";"JÄRKVISSLE";"10";"M";"624549.2N";"0163331.4E";"62.76368";"16.55872";"0.3";"Seconds";"";"2064";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FR";"";"COMPLETED";"" 
"13534";"JÄRKVISSLE";"10";"M";"624606.7N";"0163323.6E";"62.76853";"16.55657";"0.3";"Seconds";"";"2087";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FR";"";"COMPLETED";"" 
"13535";"JÄRKVISSLE";"10";"M";"624634.5N";"0163412.4E";"62.77626";"16.5701";"0.3";"Seconds";"";"2054";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FR";"";"COMPLETED";"" 
"13536";"JÄRKVISSLE";"10";"M";"624643.5N";"0163344.0E";"62.77875";"16.56222";"0.3";"Seconds";"";"2067";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190225";"Y";"FR";"";"COMPLETED";"" 
"13537";"JÄRKVISSLE";"10";"M";"624634.2N";"0163309.0E";"62.77615";"16.5525";"0.3";"Seconds";"";"2064";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190226";"Y";"FR";"";"COMPLETED";"" 
"13538";"JÄRKVISSLE";"10";"M";"624654.0N";"0163307.9E";"62.78167";"16.55218";"0.3";"Seconds";"";"2123";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190226";"Y";"FR";"";"COMPLETED";"" 
"13539";"JÄRKVISSLE";"10";"M";"624706.3N";"0163326.2E";"62.78509";"16.55728";"0.3";"Seconds";"";"2067";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190226";"Y";"FR";"";"COMPLETED";"" 
"13540";"JÄRKVISSLE";"10";"M";"624702.8N";"0163415.1E";"62.78411";"16.57087";"0.3";"Seconds";"";"2018";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190226";"Y";"FLGW";"";"COMPLETED";"" 
"13541";"JÄRKVISSLE";"10";"M";"624730.3N";"0163321.5E";"62.79175";"16.55597";"0.3";"Seconds";"";"2070";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190226";"Y";"FR";"";"COMPLETED";"" 
"13542";"JÄRKVISSLE";"10";"M";"624734.9N";"0163359.0E";"62.79303";"16.56639";"0.3";"Seconds";"";"2024";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190226";"Y";"FLGW";"";"COMPLETED";"" 
"13543";"JÄRKVISSLE";"10";"M";"624518.1N";"0163338.5E";"62.75502";"16.56069";"0.3";"Seconds";"";"1962";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190226";"Y";"FR";"";"COMPLETED";"" 
"13544";"JÄRKVISSLE";"10";"M";"624502.6N";"0163353.4E";"62.75073";"16.56483";"0.3";"Seconds";"";"1949";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190226";"Y";"FLGW";"";"COMPLETED";"" 
"13548";"ÅLIDEN";"10";"M";"634440.6N";"0184951.6E";"63.74462";"18.831";"0.3";"Seconds";"";"1832";"FT";"655";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190308";"Y";"FLGW";"";"COMPLETED";"" 
"13549";"ÅLIDEN";"10";"M";"634430.2N";"0184930.3E";"63.74171";"18.82509";"0.3";"Seconds";"";"1947";"FT";"655";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190308";"Y";"FLGW";"";"COMPLETED";"" 
"13550";"ÅLIDEN";"10";"M";"634423.7N";"0185020.6E";"63.73991";"18.83906";"0.3";"Seconds";"";"1895";"FT";"655";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190308";"Y";"FLGW";"";"COMPLETED";"" 
"13551";"ÅLIDEN";"10";"M";"634413.7N";"0184959.6E";"63.73715";"18.83323";"0.3";"Seconds";"";"1965";"FT";"655";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190308";"Y";"FLGW";"";"COMPLETED";"" 
"13552";"ÅLIDEN";"10";"M";"634411.3N";"0184918.9E";"63.73646";"18.82192";"0.3";"Seconds";"";"1946";"FT";"655";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190308";"Y";"FLGW";"";"COMPLETED";"" 
"13553";"ÅLIDEN";"10";"M";"634403.3N";"0185052.3E";"63.73424";"18.84787";"0.3";"Seconds";"";"1915";"FT";"655";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190308";"Y";"FLGW";"";"COMPLETED";"" 
"13554";"ÅLIDEN";"10";"M";"634355.3N";"0185023.3E";"63.73203";"18.8398";"0.3";"Seconds";"";"1885";"FT";"655";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190308";"Y";"FR";"";"COMPLETED";"" 
"13555";"ÅLIDEN";"10";"M";"634326.6N";"0185120.6E";"63.72405";"18.85573";"0.3";"Seconds";"";"1781";"FT";"655";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250416";"Y";"FLGW";"";"COMPLETED";"" 
"13556";"ÅLIDEN";"10";"M";"634311.0N";"0185156.0E";"63.71971";"18.86555";"0.3";"Seconds";"";"1725";"FT";"655";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250416";"Y";"FLGW";"";"COMPLETED";"" 
"13557";"ÅLIDEN";"10";"M";"634252.1N";"0185124.1E";"63.71448";"18.85669";"0.3";"Seconds";"";"1619";"FT";"655";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250416";"Y";"FR";"";"COMPLETED";"" 
"13558";"ÅLIDEN";"10";"M";"634248.0N";"0185040.5E";"63.71333";"18.84459";"0.3";"Seconds";"";"1719";"FT";"655";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FLGW";"";"COMPLETED";"" 
"13559";"ÅLIDEN";"10";"M";"634232.8N";"0185202.2E";"63.70912";"18.86727";"0.3";"Seconds";"";"1617";"FT";"655";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250416";"Y";"FLGW";"";"COMPLETED";"" 
"13560";"NEDANSJÖ";"10";"M";"623200.4N";"0164843.1E";"62.53345";"16.81198";"0.3";"Seconds";"";"1827";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FLGW";"";"COMPLETED";"" 
"13561";"NEDANSJÖ";"10";"M";"623218.7N";"0164851.4E";"62.53851";"16.81429";"0.3";"Seconds";"";"1841";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FR";"";"COMPLETED";"" 
"13562";"NEDANSJÖ";"10";"M";"623228.4N";"0164819.1E";"62.54124";"16.8053";"0.3";"Seconds";"";"1844";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FLGW";"";"COMPLETED";"" 
"13563";"NEDANSJÖ";"10";"M";"623245.1N";"0164804.3E";"62.54587";"16.80118";"0.3";"Seconds";"";"1821";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FR";"";"COMPLETED";"" 
"13564";"NEDANSJÖ";"10";"M";"623324.7N";"0164824.7E";"62.55686";"16.80686";"0.3";"Seconds";"";"1837";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FR";"";"COMPLETED";"" 
"13565";"NEDANSJÖ";"10";"M";"623327.7N";"0164746.7E";"62.55768";"16.79629";"0.3";"Seconds";"";"1877";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FLGW";"";"COMPLETED";"" 
"13566";"NEDANSJÖ";"10";"M";"623310.0N";"0164752.7E";"62.55277";"16.79798";"0.3";"Seconds";"";"1903";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FR";"";"COMPLETED";"" 
"13567";"NEDANSJÖ";"10";"M";"623337.5N";"0165045.4E";"62.5604";"16.84595";"0.3";"Seconds";"";"1768";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FR";"";"COMPLETED";"" 
"13568";"NEDANSJÖ";"10";"M";"623358.6N";"0165056.3E";"62.56629";"16.84898";"0.3";"Seconds";"";"1752";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FLGW";"";"COMPLETED";"" 
"13569";"NEDANSJÖ";"10";"M";"623324.3N";"0165118.9E";"62.55675";"16.85526";"0.3";"Seconds";"";"1837";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FR";"";"COMPLETED";"" 
"13570";"NEDANSJÖ";"10";"M";"623308.4N";"0165139.6E";"62.55233";"16.86099";"0.3";"Seconds";"";"1808";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FR";"";"COMPLETED";"" 
"13571";"NEDANSJÖ";"10";"M";"623252.0N";"0165158.0E";"62.54778";"16.8661";"0.3";"Seconds";"";"1716";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FLGW";"";"COMPLETED";"" 
"13572";"NEDANSJÖ";"10";"M";"623228.6N";"0165302.3E";"62.54127";"16.88397";"0.3";"Seconds";"";"1690";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FR";"";"COMPLETED";"" 
"13573";"NEDANSJÖ";"10";"M";"623234.1N";"0165346.4E";"62.5428";"16.89622";"0.3";"Seconds";"";"1703";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FR";"";"COMPLETED";"" 
"13574";"NEDANSJÖ";"10";"M";"623223.6N";"0165420.8E";"62.53989";"16.90577";"0.3";"Seconds";"";"1699";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FLGW";"";"COMPLETED";"" 
"13575";"NEDANSJÖ";"10";"M";"623204.0N";"0165231.6E";"62.53444";"16.87545";"0.3";"Seconds";"";"1762";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FLGW";"";"COMPLETED";"" 
"13576";"NEDANSJÖ";"10";"M";"623150.8N";"0165302.7E";"62.53078";"16.88408";"0.3";"Seconds";"";"1706";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FR";"";"COMPLETED";"" 
"13577";"NEDANSJÖ";"10";"M";"623131.3N";"0165319.5E";"62.52536";"16.88875";"0.3";"Seconds";"";"1683";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190311";"Y";"FLGW";"";"COMPLETED";"" 
"13580";"DALBY";"10";"M";"553904.5N";"0131900.8E";"55.65126";"13.31688";"0.3";"Seconds";"";"527";"FT";"459";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"13583";"VÄSTERÅS";"10";"M";"593522.8N";"0163023.8E";"59.58967";"16.5066";"0.3";"Seconds";"";"405";"FT";"366";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20190423";"Y";"FR";"";"COMPLETED";"" 
"13586";"TIDAHOLM";"10";"M";"580612.8N";"0140224.5E";"58.10356";"14.04013";"0.3";"Seconds";"";"1686";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20210217";"Y";"FLGW";"";"COMPLETED";"" 
"13587";"TIDAHOLM";"10";"M";"580555.2N";"0140232.0E";"58.09866";"14.04223";"0.3";"Seconds";"";"1627";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20210217";"Y";"FR";"";"COMPLETED";"" 
"13588";"TIDAHOLM";"10";"M";"580533.7N";"0140221.6E";"58.09269";"14.03934";"0.3";"Seconds";"";"1608";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20210217";"Y";"FLGW";"";"COMPLETED";"" 
"13590";"BOTTNARYD";"10";"M";"574912.3N";"0135518.1E";"57.82009";"13.9217";"0.3";"Seconds";"";"1611";"FT";"623";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190503";"Y";"FLGW";"";"COMPLETED";"" 
"13591";"BOTTNARYD";"10";"M";"574907.1N";"0135545.9E";"57.81865";"13.92942";"0.3";"Seconds";"";"1639";"FT";"623";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20240417";"Y";"FLGW";"";"COMPLETED";"" 
"13592";"BOTTNARYD";"10";"M";"574853.4N";"0135558.5E";"57.81484";"13.93292";"0.3";"Seconds";"";"1622";"FT";"623";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20240417";"Y";"FLGW";"";"COMPLETED";"" 
"13593";"BOTTNARYD";"10";"M";"574852.5N";"0135516.3E";"57.81459";"13.92119";"0.3";"Seconds";"";"1594";"FT";"623";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190503";"Y";"FLGW";"";"COMPLETED";"" 
"13594";"BOTTNARYD";"10";"M";"574832.0N";"0135603.3E";"57.8089";"13.93424";"0.3";"Seconds";"";"1634";"FT";"623";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190503";"Y";"FLGW";"";"COMPLETED";"" 
"13595";"BOTTNARYD";"10";"M";"574834.5N";"0135523.9E";"57.8096";"13.92329";"0.3";"Seconds";"";"1608";"FT";"623";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20240417";"Y";"FLGW";"";"COMPLETED";"" 
"13596";"BOTTNARYD";"10";"M";"574817.3N";"0135517.2E";"57.8048";"13.92144";"0.3";"Seconds";"";"1608";"FT";"623";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190503";"Y";"FLGW";"";"COMPLETED";"" 
"13597";"BOTTNARYD";"10";"M";"574808.9N";"0135553.2E";"57.80246";"13.93145";"0.3";"Seconds";"";"1562";"FT";"623";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190503";"Y";"FLGW";"";"COMPLETED";"" 
"13598";"BOTTNARYD";"10";"M";"574759.9N";"0135523.3E";"57.79998";"13.92315";"0.3";"Seconds";"";"1495";"FT";"623";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20240417";"Y";"FLGW";"";"COMPLETED";"" 
"13599";"BOTTNARYD";"10";"M";"574744.8N";"0135526.2E";"57.79577";"13.92394";"0.3";"Seconds";"";"1504";"FT";"623";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20240417";"Y";"FLGW";"";"COMPLETED";"" 
"13601";"MULLHYTTAN";"10";"M";"591301.4N";"0144059.8E";"59.21706";"14.68327";"0.3";"Seconds";"";"1309";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FR";"";"COMPLETED";"" 
"13602";"MULLHYTTAN";"10";"M";"591251.3N";"0143923.2E";"59.21425";"14.65645";"0.3";"Seconds";"";"1293";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FR";"";"COMPLETED";"" 
"13603";"MULLHYTTAN";"10";"M";"591247.1N";"0144131.9E";"59.21308";"14.69221";"0.3";"Seconds";"";"1325";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FR";"";"COMPLETED";"" 
"13604";"MULLHYTTAN";"10";"M";"591234.8N";"0143921.1E";"59.20967";"14.65585";"0.3";"Seconds";"";"1342";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FLGW";"";"COMPLETED";"" 
"13605";"MULLHYTTAN";"10";"M";"591234.0N";"0143949.0E";"59.20945";"14.66361";"0.3";"Seconds";"";"1296";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FR";"";"COMPLETED";"" 
"13606";"MULLHYTTAN";"10";"M";"591239.6N";"0144104.8E";"59.211";"14.68466";"0.3";"Seconds";"";"1332";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FR";"";"COMPLETED";"" 
"13607";"MULLHYTTAN";"10";"M";"591240.1N";"0144206.1E";"59.21113";"14.7017";"0.3";"Seconds";"";"1355";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FR";"";"COMPLETED";"" 
